nombre,SARE,descripcion,municipio_id
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE EQUIPO DE TELECOMUNICACIONES FOTOGRAFÍA Y CINEMATOGRAFÍA,1,"Establecimiento dedicado al comercio de aparatos de telefonía, fax, radiocomunicación, cámaras profesionales, semiprofesionales de captación de imágenes, así como instrumentos, accesorios fotográficos y cinematográficos ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS Y ACCESORIOS PARA DISEÑO Y PINTURA ARTÍSTICA,1,"Establecimiento dedicado al comercio de artículos para dibujo técnico y artístico, artículos para ingeniería, arquitectura, y material para artes gráficas  ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MOBILIARIO EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO,1,"Establecimiento dedicado al comercio de muebles, equipo, material e instrumental para uso médico, odontológico, oftálmico y para laboratorio  ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MAQUINARIA Y EQUIPO PARA SERVICIOS Y ACTIVIDADES DEL RAMO COMERCIAL,1,"Establecimiento dedicado al comercio como: rebanadoras, básculas, refrigeradores comerciales, estantería y vitrinas ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MAQUINARIA Y EQUIPO PARA SERVICIOS Y ACTIVIDADES PARA LA INDUSTRIA RESTAURANTERA Y ALIMENTICIA,1,"Establecimiento dedicado al ramo como: parrillas, asadores, hornos, quemadores, baterías para restaurantes y  molinos de tortillerías",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MAQUINARIA Y EQUIPO PARA SERVICIOS,1,"Establecimiento dedicado al comercio de maquinaria y equipo para salas de belleza, peluquerías y spa ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE EQUIPO Y ACCESORIOS DE CÓMPUTO,1,"Establecimiento dedicado al comercio de computadoras, equipo periférico, equipo de redes, consumibles como: papel para impresora, discos duros y flexibles, cintas para impresoras, toner, accesorios y refacciones ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MOBILIARIO Y EQUIPO DE OFICINA,1,"Establecimiento dedicado al comercio de mobiliario y equipo de oficina, como: escritorios, archiveros, máquinas de escribir, calculadoras, engargoladoras, máquinas contadoras de billetes, proyectores y  máquinas verificadoras de billetes  ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MAQUINARIA Y EQUIPO DE USO GENERAL,1,"Establecimiento dedicado al comercio de equipo para soldar, equipo y ropa industrial de alta seguridad, patines de carga, gatos hidráulicos, tanques estacionarios de gas (vacios) y contenedores de uso industrial  ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE TELAS,1,Establecimiento dedicado principalmente al comercio de telas ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE BLANCOS,1,"Establecimiento dedicado al comercio de blancos como:  manteles, toallas, sábanas almohadas, cojines, servilletas, cobertores, colchas, cobijas, carpetas, cortinas terminadas y edredones ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS DE MERCERÍA Y BONETERÍA,1,"Establecimiento dedicados principalmente al comercio de artículos de mercería como: cierres, encajes, hilos, estambres, hilazas y botones ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ACTIVIDAD DE MANUALIDADES,1,Establecimiento dedicado principalmente al comercio de productos para la elaboración de accesorios y manualidades diversos,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ROPA Y ACCESORIOS DE VESTIR,1,"Establecimiento dedicado al comercio de ropa nueva, de cuero, piel y de vestir ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ROPA NUEVA PARA OCASIONES ESPECIALES,1,"Comercio de trajes regionales, disfraces, pieles finas, vestidos para novia y uniformes de gala ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ACCESORIOS DE VESTIR,1,"Establecimiento dedicado principalmente al comercio de bisutería y accesorios de vestir como: pañoletas, mascadas y guantes ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE PAÑALES DESECHABLES,1,Establecimiento dedicado al comercio de pañales desechables y toallas sanitarias ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE SOMBREROS,1,Establecimiento dedicado al comercio de sombreros ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE LENTES,1,"Establecimiento dedicado al comercio de anteojos graduados y para sol, lentes de contacto y sus accesorios",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE APARATOS ORTOPÉDICOS,1,"Establecimiento dedicado al comercio de artículos ortopédicos como: prótesis, muletas, sillas de ruedas y  zapatos ortopédicos ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS DE PERFUMERÍA,1,Establecimiento dedicado al comercio de artículos de perfumería y belleza ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE COSMÉTICOS,1,"Establecimiento dedicado al comercio de artículos de perfumería, cremas, cosméticos y otros artículos de belleza como:  peines, espejos, rizadores, uñas postizas, limas y ceras depiladoras ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS DE JOYERÍA Y RELOJES,1,"Establecimiento dedicado principalmente al comercio de relojes, joyería fina y de artículos decorativos de metales preciosos ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE JUGUETES Y BICICLETAS,1,"Establecimiento dedicado al comercio de juguetes, bicicletas y  triciclos ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE EQUIPO Y MATERIAL FOTOGRÁFICO,1,"Establecimiento dedicado al comercio de equipo y material fotográfico  como: cámaras, trípies, lentes, rollos, papel y productos químicos de revelado para fotografía ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS Y APARATOS DEPORTIVOS,1,"Establecimiento dedicado al comercio de uniformes, artículos deportivos, equipo y accesorios para excursionismo, pesca y caza deportiva ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE INSTRUMENTOS MUSICALES,1,Establecimiento dedicado al comercio de instrumentos musicales ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE  REGALOS,1,"Establecimiento dedicado al comercio de regalos como: tarjetas de felicitaciones para toda ocasión, calcomanías, globos, papel, bolsas y cajas para envolver, moños, muñecos de peluche, cd´s, dulces y chocolates ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE  ARTÍCULOS RELIGIOSOS,1,"Establecimiento dedicado principalmente al comercio de artículos religiosos, como: velas, crucifijos, efigies, Biblias, medallas, oraciones, estampas, accesorios y utensilios para ceremonias religiosas ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTESANÍAS,1,Establecimiento dedicado al comercio de productos típicos de distintas regiones nacionales e internacionales,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE TIENDAS IMPORTADORAS,1,Establecimientos dedicados al comercio de una gran variedad de artículos pequeños de origen extranjero ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS DE USO PERSONAL COMPRA-VENTA DE ATAÚDES Y URNAS,1,Establecimiento dedicado al comercio de ataúdes y urnas ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MUEBLES PARA EL HOGAR Y ENSERES DOMÉSTICOS,1,"Establecimiento dedicado al comercio de muebles para el hogar, enseres electrodomésticos menores, aparatos de línea blanca, cristalería, loza y utensilios de cocina  ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE MUEBLES PARA EL HOGAR,1,"Establecimiento dedicado al comercio de muebles para el hogar como:  salas, comedores, gabinetes, libreros, vitrinas y camas  ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ENSERES ELECTRODOMÉSTICOS MENORES Y APARATOS DE LÍNEA BLANCA,1,"Establecimiento dedicado al comercio de televisores, estéreos, lavadoras, estufas, refrigeradores, máquinas de coser y aparatos de línea blanca ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE CRISTALERÍA LOZA Y UTENSILIOS DE COCINA,1,"Establecimiento dedicado al comercio de cubiertos, vasos, baterías de cocina, vajillas y piezas sueltas de cristal, cerámica y plástico ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS EN COMPUTADORAS Y SUS ACCESORIOS,1,"Establecimiento dedicado al comercio de equipo de computo personal y sus accesorios como: impresoras multifuncionales, scaners, ratones, portadisquetes, fundas para computadoras, muebles para computadoras, memorias y cables  ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE TELÉFONOS Y OTROS APARATOS DE COMUNICACIÓN,1,"Establecimiento dedicado  al comercio de aparatos de comunicación como: teléfonos celulares, antenas parabólicas, faxes, interfonos, partes, refacciones y accesorios ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS PARA LA DECORACIÓN DE INTERIORES,1,"Establecimiento dedicado al comercio de artículos para la decoración de interiores como: alfombras, plantas y flores artificiales, antigüedades, obras de arte, lámparas ornamentales y candiles ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ALFOMBRAS CORTINAS Y TAPICES,1,"Establecimiento dedicado al comercio de alfombras, tapetes, gobelinos, tapices, linóleos, cortinas y persianas ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ANTIGÜEDADES Y OBRAS DE ARTE,1,"Establecimiento dedicado al comercio de pinturas, esculturas, timbres postales, monedas de colección y figuras de porcelana ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE LÁMPARAS ORNAMENTALES Y CANDILES,1,"Establecimiento dedicado al comercio al por menor de lámparas ornamentales, pantallas para lámparas y candiles ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS DECORATIVOS DE INTERIORES,1,"Establecimiento dedicado al comercio de artículos para el hogar como: figuras de cerámica, material para la elaboración de manualidades, plantas y flores artificiales, portarretratos, marcos y arreglos de centro de mesa ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS USADOS,1,"Establecimiento  dedicado al comercio de artículos usados como: muebles, enseres domésticos, libros, revistas, ropa, calzado y juguetes ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE VIDRIOS Y ESPEJOS,1,Establecimiento dedicado principalmente al comercio de vidrios y espejos  ,Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE ARTÍCULOS PARA LA LIMPIEZA,1,"Establecimiento dedicado al comercio de trapeadores, escobas, cepillos, cubetas, jergas, bolsas para basura, cloro, desinfectantes, desengrasantes, suavizantes de tela y  aromatizantes ",Toluca
COMERCIO DE PRODUCTOS ESPECIALIZADOS DE INTERMEDIACIÓN EN MEDIOS MASIVOS DE COMUNICACIÓN,1,"Establecimiento dedicado principalmente al comercio al por menor de productos de consumo final con difusión en medios masivos de comunicación como: correo, televisión y radio  Este comercio se caracteriza porque la promoción y venta del producto se realiza de manera impersonal, utilizando un sistema de pago por adelantado o pago contra entrega del producto  ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE ROPA,1,"Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de ropa de etiqueta, disfraces y vestuario artístico ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE VIDEOCASETES Y DISCOS ORIGINALES ,1,"Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de videocasetes, casetes de juegos de video y discos",Toluca
"ALQUILER DE MESAS, SILLAS, VAJILLAS Y UTENSILIOS ",1,"Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de sillas, mesas, utensilios de cocina, mantelería, lonas y  carpas para eventos sociales ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE INSTRUMENTOS MUSICALES,1,Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de instrumentos musicales ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE ARTÍCULOS MÉDICOS PARA EL HOGAR,1,"Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de otros artículos para el hogar como: muebles y equipo médico de uso doméstico personal, ejemplo: muletas, camas, sillas de ruedas  y aspiradores  ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE EQUIPO DE CÓMPUTO Y DE OTRAS MÁQUINAS Y MOBILIARIO DE OFICINA,1,"Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de equipo de cómputo y de otras máquinas como: máquinas de escribir, calculadoras, cajas registradoras, fotocopiadoras y muebles de oficina ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE MAQUINARIA EQUIPO AGROPECUARIO Y PARA LA INDUSTRIA DE LA TRANSFORMACIÓN,1,"Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de maquinaria y equipo para la industrial textil, alimentária, maderera, agrícola y ganadera ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE EQUIPO PARA LEVANTAR MOVER Y ACOMODAR MATERIALES,1,"Establecimiento dedicado principalmente a proporcionar el servicio de alquiler de equipo para levantar, mover y acomodar materiales como: C1193",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN ALQUILER DE EQUIPO PARA EL COMERCIO Y LOS SERVICIOS,1,"Establecimiento dedicado a proporcionar el servicio de alquiler de equipo para el comercio y los servicios como:  refrigeradores, congeladores, básculas, equipo médico para clínicas y hospitales, equipo fotográfico, cinematográfico, teatral, de comunicaciones, equipo de sonido para fiestas, congresos y convenciones  ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN  DISEÑO Y DECORACIÓN DE INTERIORES,1,"Establecimiento dedicado principalmente a proporcionar el servicio de diseño y decoración de interiores, realizando un presupuesto, cotización y asesoría ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN DISEÑO DE MODAS Y OTROS DISEÑOS ESPECIALIZADOS,1,Establecimiento dedicado a proporcionar el servicio de diseño de modas de ropa y otras prendas de vestir ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN SERVICIOS FOTOGRÁFICOS,1,"Establecimiento dedicado a proporcionar servicios de fotografía como: aérea comercial, de estudio, industrial, publicitaria y por computadora  ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN TRADUCCIÓN E INTERPRETACIÓN,1,"Establecimiento dedicado a proporcionar servicios de traducción e interpretación de manera escrita, oral y por señas ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN PREPARACIÓN DE DOCUMENTOS ESCRITORIO PÚBLICO,1,"Establecimiento dedicado a mecanografiar, capturar y formar textos  ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN FOTOCOPIADO FAX ESCANEO Y PLOTEO,1,Establecimiento dedicado a proporcionar servicios de fotocopiado y fax (envío y recepción de documentación) ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN SERVICIOS DE LIMPIEZA DE INMUEBLES,1,"Establecimiento dedicado principalmente a proporcionar el servicio de limpieza de inmuebles como: limpieza de ventanas, baños, lavado y encerado de pisos  ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN SERVICIOS DE INSTALACIÓN Y MANTENIMIENTO DE ÁREAS VERDES,1,"Establecimiento dedicado principalmente a proporcionar  los servicios de instalación y mantenimiento de jardines como:  plantación, fertilización y poda de árboles, plantas y hierbas en casas, empresas, áreas comerciales e industriales, instalación de adornos y cercas ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN SERVICIOS DE LIMPIEZA DE TAPICERÍA ALFOMBRAS Y MUEBLES,1,"Establecimiento dedicado principalmente a proporcionar el servicio de limpieza de tapicería, alfombras y muebles ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN SERVICIOS DE LIMPIEZA ESPECIALIZADOS,1,"Establecimiento dedicado principalmente a proporcionar el servicio de limpieza de chimeneas, sistemas de ventilación, aire acondicionado y calefacción, cisternas, tinacos, albercas, hornos, incineradores, calentadores de agua y  extractores ",Toluca
ESCUELA DE MANEJO,1,Establecimiento dedicado principalmente a proporcionar el servicio de clases de manejo ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN SERVICIOS DE ENFERMERÍA A DOMICILIO,1,Establecimiento dedicado a proporcionar servicios calificados de enfermería en el domicilio del paciente ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN SERVICIOS DE AMBULANCIAS,1,Establecimiento dedicado a proporcionar el servicio de traslado de enfermos en todo tipo de ambulancias (terrestres o aéreas) ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO BICICLETAS,1,Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento de  bicicletas ,Toluca
REPARACIÓN Y MANTENIMIENTO DE MOTOCICLETAS ,1,Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento motocicletas ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO DE INSTRUMENTOS MUSICALES,1,Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento a instrumentos musicales ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO DE OTROS ARTÍCULOS PARA EL HOGAR Y PERSONALES,1,Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento a relojes y joyas ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO DE JUGUETES,1,Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento  a juguetes ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO DE ARTÍCULOS DE PIEL,1,"Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento a artículos de piel como: sombreros, carteras, bolsas y cinturones ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO DE CALZADO,1,Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento de calzado ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO DE PRÓTESIS,1,Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento  de prótesis ,Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN REPARACIÓN Y MANTENIMIENTO DE EQUIPO DE REHABILITACIÓN,1,"Establecimiento dedicado a proporcionar el servicio de reparación y mantenimiento a equipos de rehabilitación como: sillas de ruedas, muletas, andaderas y collarines ",Toluca
COMERCIO DE PRODUCTOS Y SERVICIOS ESPECIALIZADOS EN CERRAJERÍAS,1,Establecimiento dedicado a proporcionar servicios de cerrajería con equipo tradicional para hacer duplicados de llaves y apertura de cerraduras ,Toluca
TINTORERIAS,1,Establecimiento dedicado a proporcionar servicios de lavado exclusivamente en seco y planchado de ropa ,Toluca
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO EN CASA DE MATERIALES,1,"Establecimiento dedicado principalmente al comercio de cemento, tabique, cal, yeso, asfalto, láminas de cartón, asbesto, acrílico, tabique, grava, piedra dimensionada, tepetate,  bloque, adoquín, teja y productos de concreto prefabricados",Toluca
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO EN PISOS RECUBRIMIENTOS CERÁMICOS AZULEJOS Y BAÑOS,1,"Establecimiento dedicado principalmente al comercio de productos prefabricados para la construcción como:  pisos, recubrimientos cerámicos, azulejos y baños ",Toluca
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO EN PINTURAS Y/O IMPERMEABILIZANTES,1,Establecimiento dedicado principalmente al comercio de pinturas y/o impermeabilizantes ,Toluca
COMERCIO DE MATERIALES PARA LA CONSTRUCCIÓN VENTA Y/O RENTA DE EQUIPO EN MATERIALES METÁLICOS,1,"Establecimiento dedicado al comercio  de materiales metálicos para la manufactura y la construcción como:  lingotes, estructuras, perfiles tubulares, láminas de acero galvanizado, tableros, canales, soleras, mallas metálicas, viguetas y aluminio ",Toluca
COMERCIO PARA LA VENTA RENTA DEPÓSITO REPARACIÓN SERVICIO DE VEHÍCULOS Y MAQUINÁRIA DE AUTOMÓVILES Y CAMIONETAS NUEVAS,1,"Establecimientos dedicados unicamente al comercio de   compra, venta y depósito de vehículos automotores e industriales nuevos ",Toluca
"COMERCIO PARA LA VENTA, RENTA, DEPÓSITO, REPARACIÓN, SERVICIO DE VEHÍCULOS Y MAQUINÁRIA DE: AUTOMÓVILES Y CAMIONETAS USADAS ",1,"Establecimiento dedicado unicamente al comercio de compra, venta, renta y depósito de vehículos automotores como: automóviles y camionetas usados  ",Toluca
"PARTES Y REFACCIONES NUEVAS PARA AUTOMÓVILES, CAMIONETAS Y CAMIONES ",1,"Establecimiento dedicado principalmente al comercio de refacciones, partes y accesorios nuevos para automóviles, camionetas y camiones como: alternadores, distribuidores, motores, partes de suspensión y dirección, sistema de frenos, marchas, embragues y partes eléctricas ",Toluca
COMERCIO PARA LA VENTA RENTA DEPÓSITO REPARACIÓN SERVICIO DE VEHÍCULOS Y MAQUINÁRIA DE MOTOCICLETAS Y OTROS VEHÍCULOS DE MOTOR,1,"Establecimiento dedicado principalmente al comercio de motocicletas, bicimotos, motonetas y cuatrimotos ",Toluca
COMERCIO PARA LA VENTA RENTA DEPÓSITO REPARACIÓN SERVICIO DE VEHÍCULOS Y MAQUINÁRIA ACEITES GRASAS LUBRICANTES Y ADITIVOS,1,"Establecimiento dedicado principalmente al comercio de aceites, aditivos, anticongelantes y grasas lubricantes de uso industrial y para vehículos de motor en embase cerrado ",Toluca
CENTRO DE CONSULTORIOS SIN ENCAMADO DE  QUIROPRÁCTICA,1,"Establecimiento dedicado a proporcionar servicios de rehabilitación física mediante la manipulación de las vértebras, prestados por técnicos, personal paramédico y  profesionistas ",Toluca
CENTRO DE CONSULTORIOS SIN ENCAMADO DE OPTOMETRÍA,1,"Establecimiento dedicado a realizar estudios sobre el nivel o la calidad de visión de las personas, prestados por técnicos, otro personal paramédico y profesionistas ",Toluca
CENTRO DE CONSULTORIOS SIN ENCAMADO DE PSICOLOGÍA,1,"Establecimiento dedicado a la atención de aspectos relacionados con el comportamiento humano, prestados por técnicos, otro personal paramédico y  profesionistas ",Toluca
CENTRO DE CONSULTORIOS SIN ENCAMADO DE AUDIOLOGÍA Y DE TERAPIA OCUPACIONAL FÍSICA Y DEL LENGUAJE PERTENECIENTES AL SECTOR PRIVADO,1,"Establecimiento dedicado a proporcionar servicios de terapia ocupacional y para la rehabilitación de personas con problemas físicos, del lenguaje y del oído, prestados por técnicos, personal paramédico y profesionistas ",Toluca
CENTRO DE CONSULTORIOS SIN ENCAMADO DE NUTRIÓLOGOS Y DIETISTAS,1,"Establecimiento dedicado a proporcionar servicios de consulta para determinar racionalmente el régimen alimenticio conveniente para la salud de cada persona, prestados por técnicos, por personal paramédico y por profesionistas ",Toluca
ESCUELA DE ARTISTAS Y TÉCNICOS INDEPENDIENTES,1,"Establecimiento dedicado a la creación y producción, por cuenta propia, de trabajos artísticos y culturales o a proveer la experiencia técnica necesaria para realizar dichos trabajos como: actores, bailarines, magos, acróbatas, pintores, escultores, caricaturistas, diseñadores de vestuario teatral, camarógrafos, coreógrafos, productores, fotógrafos artísticos y locutores  ",Toluca
INSTALACIONES PARA CENTROS DE ACONDICIONAMIENTO FÍSICO,1,"Establecimiento dedicado a proporcionar servicios en instalaciones especializadas en algún deporte como: gimnasia, aeróbics, boxeo, lucha libre y spining ",Toluca
INSTALACIONES PARA ESPACIOS DEPORTIVOS,1,"Establecimiento dedicado a proporcionar el servicio de instalaciones deportivas especializadas en algún deporte como: billar, tenis, squash, fútbol rápido, fútbol siete y boliche ",Toluca
GRUPOS DE ASOCIACIONES Y ORGANIZACIONES CIVILES,1,"Establecimiento dedicado a la promoción y defensa de causas de intereses civiles como: salud, educación, cultura, seguridad de la comunidad, derechos de los colonos, caridad, derechos humanos, protección al medio ambiente y a los animales  ",Toluca
COMUNICACIÓN EN SERVICIOS POSTALES,1,"Establecimiento  dedicado principalmente a proporcionar el servicio tradicional de correo nacional e internacional, consistente en la entrega a domicilio del destinatario, de cartas, sobres y paquetes pequeños ",Toluca
MENSAJERÍA Y PAQUETERÍA FORÁNEA ,1,"Establecimiento dedicado principalmente a la recolección, transporte y  entrega en los plazos mínimos posibles, entre ciudades y áreas metropolitanas, nacionales e internacionales, de documentos y paquetes ",Toluca
COMUNICACIÓN EN MENSAJERÍA Y PAQUETERÍA LOCAL,1,"Establecimiento dedicado principalmente a la recolección, transporte, entrega de documentos y paquetes fácilmente manejables por una sola persona sin necesidad de un equipo especial ",Toluca
SERVICIO DE VETERINARIAS PARA MASCOTAS,1,Establecimiento dedicado unicamente a proporcionar servicios médicos veterinarios para mascotas de pequeñas especies  ,Toluca